function_name,return_type,arg_types,arg_count,dll_name
GdipGetPathGradientPointCount,int,int *;int *,2,gdiplus.dll
GdipGetPathGradientSurroundColorCount,int,int *;int *,2,gdiplus.dll
GdipSetPathGradientGammaCorrection,int,int *;int,2,gdiplus.dll
GdipGetPathGradientGammaCorrection,int,int *;int *,2,gdiplus.dll
GdipGetPathGradientBlendCount,int,int *;int *,2,gdiplus.dll
GdipGetPathGradientBlend,int,int *;int *;int *;int,4,gdiplus.dll
GdipSetPathGradientBlend,int,int *;const int *;const int *;int,4,gdiplus.dll
GdipGetPathGradientPresetBlendCount,int,int *;int *,2,gdiplus.dll
GdipGetPathGradientPresetBlend,int,int *;int *;int *;int,4,gdiplus.dll
GdipSetPathGradientPresetBlend,int,int *;const int *;const int *;int,4,gdiplus.dll
GdipSetPathGradientSigmaBlend,int,int *;int;int,3,gdiplus.dll
GdipSetPathGradientLinearBlend,int,int *;int;int,3,gdiplus.dll
GdipGetPathGradientWrapMode,int,int *;int *,2,gdiplus.dll
GdipSetPathGradientWrapMode,int,int *;int,2,gdiplus.dll
GdipGetPathGradientTransform,int,int *;int *,2,gdiplus.dll
GdipSetPathGradientTransform,int,int *;int *,2,gdiplus.dll
GdipResetPathGradientTransform,int,int *,1,gdiplus.dll
GdipMultiplyPathGradientTransform,int,int *;const int *;int,3,gdiplus.dll
GdipTranslatePathGradientTransform,int,int *;int;int;int,4,gdiplus.dll
GdipScalePathGradientTransform,int,int *;int;int;int,4,gdiplus.dll
GdipRotatePathGradientTransform,int,int *;int;int,3,gdiplus.dll
GdipGetPathGradientFocusScales,int,int *;int *;int *,3,gdiplus.dll
GdipSetPathGradientFocusScales,int,int *;int;int,3,gdiplus.dll
GdipCreatePen1,int,int;int;int;int **,4,gdiplus.dll
GdipCreatePen2,int,int *;int;int;int **,4,gdiplus.dll
GdipClonePen,int,int *;int **,2,gdiplus.dll
GdipDeletePen,int,int *,1,gdiplus.dll
GdipSetPenWidth,int,int *;int,2,gdiplus.dll
GdipGetPenWidth,int,int *;int *,2,gdiplus.dll
GdipSetPenUnit,int,int *;int,2,gdiplus.dll
GdipGetPenUnit,int,int *;int *,2,gdiplus.dll
GdipSetPenLineCap197819,int,int *;int;int;int,4,gdiplus.dll
GdipSetPenStartCap,int,int *;int,2,gdiplus.dll
GdipSetPenEndCap,int,int *;int,2,gdiplus.dll
GdipSetPenDashCap197819,int,int *;int,2,gdiplus.dll
GdipGetPenStartCap,int,int *;int *,2,gdiplus.dll
GdipGetPenEndCap,int,int *;int *,2,gdiplus.dll
GdipGetPenDashCap197819,int,int *;int *,2,gdiplus.dll
GdipSetPenLineJoin,int,int *;int,2,gdiplus.dll
GdipGetPenLineJoin,int,int *;int *,2,gdiplus.dll
GdipSetPenCustomStartCap,int,int *;int *,2,gdiplus.dll
GdipGetPenCustomStartCap,int,int *;int **,2,gdiplus.dll
GdipSetPenCustomEndCap,int,int *;int *,2,gdiplus.dll
GdipGetPenCustomEndCap,int,int *;int **,2,gdiplus.dll
GdipSetPenMiterLimit,int,int *;int,2,gdiplus.dll
GdipGetPenMiterLimit,int,int *;int *,2,gdiplus.dll
GdipSetPenMode,int,int *;int,2,gdiplus.dll
GdipGetPenMode,int,int *;int *,2,gdiplus.dll
GdipSetPenTransform,int,int *;int *,2,gdiplus.dll
GdipGetPenTransform,int,int *;int *,2,gdiplus.dll
GdipResetPenTransform,int,int *,1,gdiplus.dll
GdipMultiplyPenTransform,int,int *;const int *;int,3,gdiplus.dll
GdipTranslatePenTransform,int,int *;int;int;int,4,gdiplus.dll
GdipScalePenTransform,int,int *;int;int;int,4,gdiplus.dll
GdipRotatePenTransform,int,int *;int;int,3,gdiplus.dll
GdipSetPenColor,int,int *;int,2,gdiplus.dll
GdipGetPenColor,int,int *;int *,2,gdiplus.dll
GdipSetPenBrushFill,int,int *;int *,2,gdiplus.dll
GdipGetPenBrushFill,int,int *;int **,2,gdiplus.dll
GdipGetPenFillType,int,int *;int *,2,gdiplus.dll
GdipGetPenDashStyle,int,int *;int *,2,gdiplus.dll
GdipSetPenDashStyle,int,int *;int,2,gdiplus.dll
GdipGetPenDashOffset,int,int *;int *,2,gdiplus.dll
GdipSetPenDashOffset,int,int *;int,2,gdiplus.dll
GdipGetPenDashCount,int,int *;int *,2,gdiplus.dll
GdipSetPenDashArray,int,int *;const int *;int,3,gdiplus.dll
GdipGetPenDashArray,int,int *;int *;int,3,gdiplus.dll
GdipGetPenCompoundCount,int,int *;int *,2,gdiplus.dll
GdipSetPenCompoundArray,int,int *;const int *;int,3,gdiplus.dll
GdipGetPenCompoundArray,int,int *;int *;int,3,gdiplus.dll
GdipCreateCustomLineCap,int,int *;int *;int;int;int **,5,gdiplus.dll
GdipDeleteCustomLineCap,int,int *,1,gdiplus.dll
GdipCloneCustomLineCap,int,int *;int **,2,gdiplus.dll
GdipGetCustomLineCapType,int,int *;int *,2,gdiplus.dll
GdipSetCustomLineCapStrokeCaps,int,int *;int;int,3,gdiplus.dll
GdipGetCustomLineCapStrokeCaps,int,int *;int *;int *,3,gdiplus.dll
GdipSetCustomLineCapStrokeJoin,int,int *;int,2,gdiplus.dll
GdipGetCustomLineCapStrokeJoin,int,int *;int *,2,gdiplus.dll
GdipSetCustomLineCapBaseCap,int,int *;int,2,gdiplus.dll
GdipGetCustomLineCapBaseCap,int,int *;int *,2,gdiplus.dll
GdipSetCustomLineCapBaseInset,int,int *;int,2,gdiplus.dll
GdipGetCustomLineCapBaseInset,int,int *;int *,2,gdiplus.dll
GdipSetCustomLineCapWidthScale,int,int *;int,2,gdiplus.dll
GdipGetCustomLineCapWidthScale,int,int *;int *,2,gdiplus.dll
GdipCreateAdjustableArrowCap,int,int;int;int;int **,4,gdiplus.dll
GdipSetAdjustableArrowCapHeight,int,int *;int,2,gdiplus.dll
GdipGetAdjustableArrowCapHeight,int,int *;int *,2,gdiplus.dll
GdipSetAdjustableArrowCapWidth,int,int *;int,2,gdiplus.dll
GdipGetAdjustableArrowCapWidth,int,int *;int *,2,gdiplus.dll
GdipSetAdjustableArrowCapMiddleInset,int,int *;int,2,gdiplus.dll
GdipGetAdjustableArrowCapMiddleInset,int,int *;int *,2,gdiplus.dll
GdipSetAdjustableArrowCapFillState,int,int *;int,2,gdiplus.dll
GdipGetAdjustableArrowCapFillState,int,int *;int *,2,gdiplus.dll
GdipLoadImageFromStream,int,int *;int **,2,gdiplus.dll
GdipLoadImageFromFile,int,const int *;int **,2,gdiplus.dll
GdipLoadImageFromStreamICM,int,int *;int **,2,gdiplus.dll
GdipLoadImageFromFileICM,int,const int *;int **,2,gdiplus.dll
GdipCloneImage,int,int *;int **,2,gdiplus.dll
GdipDisposeImage,int,int *,1,gdiplus.dll
GdipSaveImageToFile,int,int *;const int *;const int *;const int *,4,gdiplus.dll
GdipSaveImageToStream,int,int *;int *;const int *;const int *,4,gdiplus.dll
GdipSaveAdd,int,int *;const int *,2,gdiplus.dll
GdipSaveAddImage,int,int *;int *;const int *,3,gdiplus.dll
GdipGetImageGraphicsContext,int,int *;int **,2,gdiplus.dll
GdipGetImageBounds,int,int *;int *;int *,3,gdiplus.dll
GdipGetImageDimension,int,int *;int *;int *,3,gdiplus.dll
GdipGetImageType,int,int *;int *,2,gdiplus.dll
GdipGetImageWidth,int,int *;int *,2,gdiplus.dll
GdipGetImageHeight,int,int *;int *,2,gdiplus.dll
GdipGetImageHorizontalResolution,int,int *;int *,2,gdiplus.dll
GdipGetImageVerticalResolution,int,int *;int *,2,gdiplus.dll
GdipGetImageFlags,int,int *;int *,2,gdiplus.dll
GdipGetImageRawFormat,int,int *;int *,2,gdiplus.dll
GdipGetImagePixelFormat,int,int *;int *,2,gdiplus.dll
GdipGetImageThumbnail,int,int *;int;int;int **;int;int *,6,gdiplus.dll
GdipGetEncoderParameterListSize,int,int *;const int *;int *,3,gdiplus.dll
GdipGetEncoderParameterList,int,int *;const int *;int;int *,4,gdiplus.dll
GdipImageGetFrameDimensionsCount,int,int *;int *,2,gdiplus.dll
GdipImageGetFrameDimensionsList,int,int *;int *;int,3,gdiplus.dll
GdipImageGetFrameCount,int,int *;const int *;int *,3,gdiplus.dll
GdipImageSelectActiveFrame,int,int *;const int *;int,3,gdiplus.dll
GdipImageRotateFlip,int,int *;int,2,gdiplus.dll
GdipGetImagePalette,int,int *;int *;int,3,gdiplus.dll
GdipSetImagePalette,int,int *;const int *,2,gdiplus.dll
GdipGetImagePaletteSize,int,int *;int *,2,gdiplus.dll
GdipGetPropertyCount,int,int *;int *,2,gdiplus.dll
GdipGetPropertyIdList,int,int *;int;int *,3,gdiplus.dll
GdipGetPropertyItemSize,int,int *;int;int *,3,gdiplus.dll
GdipGetPropertyItem,int,int *;int;int;int *,4,gdiplus.dll
GdipGetPropertySize,int,int *;int *;int *,3,gdiplus.dll
GdipGetAllPropertyItems,int,int *;int;int;int *,4,gdiplus.dll
GdipRemovePropertyItem,int,int *;int,2,gdiplus.dll
GdipSetPropertyItem,int,int *;const int *,2,gdiplus.dll
GdipImageForceValidation,int,int *,1,gdiplus.dll
GdipCreateBitmapFromStream,int,int *;int **,2,gdiplus.dll
GdipCreateBitmapFromFile,int,const int *;int **,2,gdiplus.dll
GdipCreateBitmapFromStreamICM,int,int *;int **,2,gdiplus.dll
GdipCreateBitmapFromFileICM,int,const int *;int **,2,gdiplus.dll
GdipCreateBitmapFromScan0,int,int;int;int;int;int (int (*)()),5,gdiplus.dll
GdipCreateBitmapFromGraphics,int,int;int;int *;int **,4,gdiplus.dll
GdipCreateBitmapFromDirectDrawSurface,int,int *;int **,2,gdiplus.dll
GdipCreateBitmapFromGdiDib,int,const int *;int *;int **,3,gdiplus.dll
GdipCreateBitmapFromHBITMAP,int,int;int;int **,3,gdiplus.dll
GdipCreateHBITMAPFromBitmap,int,int *;int *;int,3,gdiplus.dll
GdipCreateBitmapFromHICON,int,int;int **,2,gdiplus.dll
GdipCreateHICONFromBitmap,int,int *;int *,2,gdiplus.dll
GdipCreateBitmapFromResource,int,int;const int *;int **,3,gdiplus.dll
GdipCloneBitmapArea,int,int;int;int;int;int;int *;int **,7,gdiplus.dll
GdipCloneBitmapAreaI,int,int;int;int;int;int;int *;int **,7,gdiplus.dll
GdipBitmapLockBits,int,int *;const int *;int;int;int *,5,gdiplus.dll
GdipBitmapUnlockBits,int,int *;int *,2,gdiplus.dll
GdipBitmapGetPixel,int,int *;int;int;int *,4,gdiplus.dll
GdipBitmapSetPixel,int,int *;int;int;int,4,gdiplus.dll
GdipBitmapSetResolution,int,int *;int;int,3,gdiplus.dll
GdipCreateImageAttributes,int,int **,1,gdiplus.dll
GdipCloneImageAttributes,int,const int *;int **,2,gdiplus.dll
GdipDisposeImageAttributes,int,int *,1,gdiplus.dll
GdipSetImageAttributesToIdentity,int,int *;int,2,gdiplus.dll
GdipResetImageAttributes,int,int *;int,2,gdiplus.dll
GdipSetImageAttributesColorMatrix,int,int *;int;int;const int *;const int *;int,6,gdiplus.dll
GdipSetImageAttributesThreshold,int,int *;int;int;int,4,gdiplus.dll
GdipSetImageAttributesGamma,int,int *;int;int;int,4,gdiplus.dll
GdipSetImageAttributesNoOp,int,int *;int;int,3,gdiplus.dll
GdipSetImageAttributesColorKeys,int,int *;int;int;int;int,5,gdiplus.dll
GdipSetImageAttributesOutputChannel,int,int *;int;int;int,4,gdiplus.dll
GdipSetImageAttributesOutputChannelColorProfile,int,int *;int;int;const int *,4,gdiplus.dll
GdipSetImageAttributesRemapTable,int,int *;int;int;int;const int *,5,gdiplus.dll
GdipSetImageAttributesWrapMode,int,int *;int;int;int,4,gdiplus.dll
GdipGetImageAttributesAdjustedPalette,int,int *;int *;int,3,gdiplus.dll
GdipFlush,int,int *;int,2,gdiplus.dll
GdipCreateFromHDC,int,int;int **,2,gdiplus.dll
GdipCreateFromHDC2,int,int;int;int **,3,gdiplus.dll
GdipCreateFromHWND,int,int;int **,2,gdiplus.dll
GdipCreateFromHWNDICM,int,int;int **,2,gdiplus.dll
GdipDeleteGraphics,int,int *,1,gdiplus.dll
GdipGetDC,int,int *;int *,2,gdiplus.dll
GdipReleaseDC,int,int *;int,2,gdiplus.dll
GdipSetCompositingMode,int,int *;int,2,gdiplus.dll
GdipGetCompositingMode,int,int *;int *,2,gdiplus.dll
GdipSetRenderingOrigin,int,int *;int;int,3,gdiplus.dll
GdipGetRenderingOrigin,int,int *;int *;int *,3,gdiplus.dll
GdipSetCompositingQuality,int,int *;int,2,gdiplus.dll
GdipGetCompositingQuality,int,int *;int *,2,gdiplus.dll
GdipSetSmoothingMode,int,int *;int,2,gdiplus.dll
GdipGetSmoothingMode,int,int *;int *,2,gdiplus.dll
GdipSetPixelOffsetMode,int,int *;int,2,gdiplus.dll
GdipGetPixelOffsetMode,int,int *;int *,2,gdiplus.dll
GdipSetTextRenderingHint,int,int *;int,2,gdiplus.dll
GdipGetTextRenderingHint,int,int *;int *,2,gdiplus.dll
GdipSetTextContrast,int,int *;int,2,gdiplus.dll
GdipGetTextContrast,int,int *;int *,2,gdiplus.dll
GdipSetInterpolationMode,int,int *;int,2,gdiplus.dll
GdipGetInterpolationMode,int,int *;int *,2,gdiplus.dll
GdipSetWorldTransform,int,int *;int *,2,gdiplus.dll
GdipResetWorldTransform,int,int *,1,gdiplus.dll
GdipMultiplyWorldTransform,int,int *;const int *;int,3,gdiplus.dll
GdipTranslateWorldTransform,int,int *;int;int;int,4,gdiplus.dll
GdipScaleWorldTransform,int,int *;int;int;int,4,gdiplus.dll
GdipRotateWorldTransform,int,int *;int;int,3,gdiplus.dll
GdipGetWorldTransform,int,int *;int *,2,gdiplus.dll
GdipResetPageTransform,int,int *,1,gdiplus.dll
GdipGetPageUnit,int,int *;int *,2,gdiplus.dll
GdipGetPageScale,int,int *;int *,2,gdiplus.dll
GdipSetPageUnit,int,int *;int,2,gdiplus.dll
GdipSetPageScale,int,int *;int,2,gdiplus.dll
GdipGetDpiX,int,int *;int *,2,gdiplus.dll
GdipGetDpiY,int,int *;int *,2,gdiplus.dll
GdipTransformPoints,int,int *;int;int;int *;int,5,gdiplus.dll
GdipTransformPointsI,int,int *;int;int;int *;int,5,gdiplus.dll
GdipGetNearestColor,int,int *;int *,2,gdiplus.dll
GdipCreateHalftonePalette,int,,0,gdiplus.dll
GdipDrawLine,int,int *;int *;int;int;int;int,6,gdiplus.dll
GdipDrawLineI,int,int *;int *;int;int;int;int,6,gdiplus.dll
GdipDrawLines,int,int *;int *;const int *;int,4,gdiplus.dll
GdipDrawLinesI,int,int *;int *;const int *;int,4,gdiplus.dll
GdipDrawArc,int,int *;int *;int;int;int;int;int;int,8,gdiplus.dll
GdipDrawArcI,int,int *;int *;int;int;int;int;int;int,8,gdiplus.dll
GdipDrawBezier,int,int *;int *;int;int;int;int;int;int;int;int,10,gdiplus.dll
GdipDrawBezierI,int,int *;int *;int;int;int;int;int;int;int;int,10,gdiplus.dll
GdipDrawBeziers,int,int *;int *;const int *;int,4,gdiplus.dll
GdipDrawBeziersI,int,int *;int *;const int *;int,4,gdiplus.dll
GdipDrawRectangle,int,int *;int *;int;int;int;int,6,gdiplus.dll
GdipDrawRectangleI,int,int *;int *;int;int;int;int,6,gdiplus.dll
GdipDrawRectangles,int,int *;int *;const int *;int,4,gdiplus.dll
GdipDrawRectanglesI,int,int *;int *;const int *;int,4,gdiplus.dll
GdipDrawEllipse,int,int *;int *;int;int;int;int,6,gdiplus.dll
GdipDrawEllipseI,int,int *;int *;int;int;int;int,6,gdiplus.dll
GdipDrawPie,int,int *;int *;int;int;int;int;int;int,8,gdiplus.dll
GdipDrawPieI,int,int *;int *;int;int;int;int;int;int,8,gdiplus.dll
GdipDrawPolygon,int,int *;int *;const int *;int,4,gdiplus.dll
GdipDrawPolygonI,int,int *;int *;const int *;int,4,gdiplus.dll
GdipDrawPath,int,int *;int *;int *,3,gdiplus.dll
GdipDrawCurve,int,int *;int *;const int *;int,4,gdiplus.dll
GdipDrawCurveI,int,int *;int *;const int *;int,4,gdiplus.dll
GdipDrawCurve2,int,int *;int *;const int *;int;int,5,gdiplus.dll
GdipDrawCurve2I,int,int *;int *;const int *;int;int,5,gdiplus.dll
GdipDrawCurve3,int,int *;int *;const int *;int;int;int;int,7,gdiplus.dll
GdipDrawCurve3I,int,int *;int *;const int *;int;int;int;int,7,gdiplus.dll
GdipDrawClosedCurve,int,int *;int *;const int *;int,4,gdiplus.dll
GdipDrawClosedCurveI,int,int *;int *;const int *;int,4,gdiplus.dll
GdipDrawClosedCurve2,int,int *;int *;const int *;int;int,5,gdiplus.dll
GdipDrawClosedCurve2I,int,int *;int *;const int *;int;int,5,gdiplus.dll
GdipGraphicsClear,int,int *;int,2,gdiplus.dll
GdipFillRectangle,int,int *;int *;int;int;int;int,6,gdiplus.dll
GdipFillRectangleI,int,int *;int *;int;int;int;int,6,gdiplus.dll
GdipFillRectangles,int,int *;int *;const int *;int,4,gdiplus.dll
GdipFillRectanglesI,int,int *;int *;const int *;int,4,gdiplus.dll
GdipFillPolygon,int,int *;int *;const int *;int;int,5,gdiplus.dll
GdipFillPolygonI,int,int *;int *;const int *;int;int,5,gdiplus.dll
GdipFillPolygon2,int,int *;int *;const int *;int,4,gdiplus.dll
GdipFillPolygon2I,int,int *;int *;const int *;int,4,gdiplus.dll
GdipFillEllipse,int,int *;int *;int;int;int;int,6,gdiplus.dll
GdipFillEllipseI,int,int *;int *;int;int;int;int,6,gdiplus.dll
GdipFillPie,int,int *;int *;int;int;int;int;int;int,8,gdiplus.dll
GdipFillPieI,int,int *;int *;int;int;int;int;int;int,8,gdiplus.dll
GdipFillPath,int,int *;int *;int *,3,gdiplus.dll
GdipFillClosedCurve,int,int *;int *;const int *;int,4,gdiplus.dll
GdipFillClosedCurveI,int,int *;int *;const int *;int,4,gdiplus.dll
GdipFillClosedCurve2,int,int *;int *;const int *;int;int;int,6,gdiplus.dll
GdipFillClosedCurve2I,int,int *;int *;const int *;int;int;int,6,gdiplus.dll
GdipFillRegion,int,int *;int *;int *,3,gdiplus.dll
GdipDrawImage,int,int *;int *;int;int,4,gdiplus.dll
GdipDrawImageI,int,int *;int *;int;int,4,gdiplus.dll
GdipDrawImageRect,int,int *;int *;int;int;int;int,6,gdiplus.dll
GdipDrawImageRectI,int,int *;int *;int;int;int;int,6,gdiplus.dll
GdipDrawImagePoints,int,int *;int *;const int *;int,4,gdiplus.dll
GdipDrawImagePointsI,int,int *;int *;const int *;int,4,gdiplus.dll
GdipDrawImagePointRect,int,int *;int *;int;int;int;int;int;int;int,9,gdiplus.dll
GdipDrawImagePointRectI,int,int *;int *;int;int;int;int;int;int;int,9,gdiplus.dll
GdipDrawImageRectRect,int,int *;int *;int;int;int;int;int;int;int;int;int;const int *;int;int *,14,gdiplus.dll
GdipDrawImageRectRectI,int,int *;int *;int;int;int;int;int;int;int;int;int;const int *;int;int *,14,gdiplus.dll
GdipDrawImagePointsRect,int,int *;int *;const int *;int;int;int;int;int;int;const int *;int;int *,12,gdiplus.dll
GdipDrawImagePointsRectI,int,int *;int *;const int *;int;int;int;int;int;int;const int *;int;int *,12,gdiplus.dll
GdipEnumerateMetafileDestPoint,int,int *;const int *;const int,3,gdiplus.dll
GdipEnumerateMetafileDestPointI,int,int *;const int *;const int,3,gdiplus.dll
GdipEnumerateMetafileDestRect,int,int *;const int *;const int,3,gdiplus.dll
GdipEnumerateMetafileDestRectI,int,int *;const int *;const int,3,gdiplus.dll
GdipEnumerateMetafileDestPoints,int,int *;const int *;const int *;int;int;int *;const int *,7,gdiplus.dll
GdipEnumerateMetafileDestPointsI,int,int *;const int *;const int *;int;int;int *;const int *,7,gdiplus.dll
GdipEnumerateMetafileSrcRectDestPoint,int,int *;const int *;const int,3,gdiplus.dll
GdipEnumerateMetafileSrcRectDestPointI,int,int *;const int *;const int,3,gdiplus.dll
GdipEnumerateMetafileSrcRectDestRect,int,int *;const int *;const int,3,gdiplus.dll
GdipEnumerateMetafileSrcRectDestRectI,int,int *;const int *;const int,3,gdiplus.dll
GdipEnumerateMetafileSrcRectDestPoints,int,int *;const int *;const int *;int;const int,5,gdiplus.dll
GdipEnumerateMetafileSrcRectDestPointsI,int,int *;const int *;const int *;int;const int,5,gdiplus.dll
GdipPlayMetafileRecord,int,const int *;int;int;int;const int *,5,gdiplus.dll
GdipSetClipGraphics,int,int *;int *;int,3,gdiplus.dll
GdipSetClipRect,int,int *;int;int;int;int;int,6,gdiplus.dll
GdipSetClipRectI,int,int *;int;int;int;int;int,6,gdiplus.dll
GdipSetClipPath,int,int *;int *;int,3,gdiplus.dll
GdipSetClipRegion,int,int *;int *;int,3,gdiplus.dll
GdipSetClipHrgn,int,int *;int;int,3,gdiplus.dll
GdipResetClip,int,int *,1,gdiplus.dll
GdipTranslateClip,int,int *;int;int,3,gdiplus.dll
GdipTranslateClipI,int,int *;int;int,3,gdiplus.dll
GdipGetClip,int,int *;int *,2,gdiplus.dll
GdipGetClipBounds,int,int *;int *,2,gdiplus.dll
GdipGetClipBoundsI,int,int *;int *,2,gdiplus.dll
GdipIsClipEmpty,int,int *;int *,2,gdiplus.dll
GdipGetVisibleClipBounds,int,int *;int *,2,gdiplus.dll
GdipGetVisibleClipBoundsI,int,int *;int *,2,gdiplus.dll
GdipIsVisibleClipEmpty,int,int *;int *,2,gdiplus.dll
GdipIsVisiblePoint,int,int *;int;int;int *,4,gdiplus.dll
GdipIsVisiblePointI,int,int *;int;int;int *,4,gdiplus.dll
GdipIsVisibleRect,int,int *;int;int;int;int;int *,6,gdiplus.dll
GdipIsVisibleRectI,int,int *;int;int;int;int;int *,6,gdiplus.dll
GdipSaveGraphics,int,int *;int *,2,gdiplus.dll
GdipRestoreGraphics,int,int *;int,2,gdiplus.dll
GdipBeginContainer,int,int *;const int *;const int *;int;int *,5,gdiplus.dll
GdipBeginContainerI,int,int *;const int *;const int *;int;int *,5,gdiplus.dll
GdipBeginContainer2,int,int *;int *,2,gdiplus.dll
GdipEndContainer,int,int *;int,2,gdiplus.dll
GdipGetMetafileHeaderFromWmf,int,int;const int *;int *,3,gdiplus.dll
GdipGetMetafileHeaderFromEmf,int,int;int *,2,gdiplus.dll
GdipGetMetafileHeaderFromFile,int,const int *;int *,2,gdiplus.dll
GdipGetMetafileHeaderFromStream,int,int *;int *,2,gdiplus.dll
GdipGetMetafileHeaderFromMetafile,int,int *;int *,2,gdiplus.dll
GdipGetHemfFromMetafile,int,int *;int *,2,gdiplus.dll
GdipCreateStreamOnFile,int,const int *;int;int **,3,gdiplus.dll
GdipCreateMetafileFromWmf,int,int;int;const int *;int **,4,gdiplus.dll
GdipCreateMetafileFromEmf,int,int;int;int **,3,gdiplus.dll
GdipCreateMetafileFromFile,int,const int *;int **,2,gdiplus.dll
GdipCreateMetafileFromWmfFile,int,const int *;const int *;int **,3,gdiplus.dll
GdipCreateMetafileFromStream,int,int *;int **,2,gdiplus.dll
GdipRecordMetafile,int,int;int;const int *;int;const int *;int **,6,gdiplus.dll
GdipRecordMetafileI,int,int;int;const int *;int;const int *;int **,6,gdiplus.dll
GdipRecordMetafileFileName,int,const int *;int;int;const int *;int;const int *;int **,7,gdiplus.dll
GdipRecordMetafileFileNameI,int,const int *;int;int;const int *;int;const int *;int **,7,gdiplus.dll
GdipRecordMetafileStream,int,int *;int;int;const int *;int;const int *;int **,7,gdiplus.dll
GdipRecordMetafileStreamI,int,int *;int;int;const int *;int;const int *;int **,7,gdiplus.dll
GdipSetMetafileDownLevelRasterizationLimit,int,int *;int,2,gdiplus.dll
GdipGetMetafileDownLevelRasterizationLimit,int,const int *;int *,2,gdiplus.dll
GdipGetImageDecodersSize,int,int,1,gdiplus.dll
GdipGetImageDecoders,int,int,1,gdiplus.dll
GdipGetImageEncodersSize,int,int,1,gdiplus.dll
GdipGetImageEncoders,int,int,1,gdiplus.dll
GdipComment,int,int *;int;const int *,3,gdiplus.dll
GdipCreateFontFamilyFromName,int,const int *;int *;int **,3,gdiplus.dll
GdipDeleteFontFamily,int,int *,1,gdiplus.dll
GdipCloneFontFamily,int,int *;int **,2,gdiplus.dll
GdipGetGenericFontFamilySansSerif,int,int **,1,gdiplus.dll
GdipGetGenericFontFamilySerif,int,int **,1,gdiplus.dll
GdipGetGenericFontFamilyMonospace,int,int **,1,gdiplus.dll
GdipGetFamilyName,int,const int *;int (),2,gdiplus.dll
GdipIsStyleAvailable,int,const int *;int;int *,3,gdiplus.dll
GdipGetEmHeight,int,const int *;int;int *,3,gdiplus.dll
GdipGetCellAscent,int,const int *;int;int *,3,gdiplus.dll
GdipGetCellDescent,int,const int *;int;int *,3,gdiplus.dll
GdipGetLineSpacing,int,const int *;int;int *,3,gdiplus.dll
GdipCreateFontFromDC,int,int;int **,2,gdiplus.dll
GdipCreateFontFromLogfontA,int,int;const int *;int **,3,gdiplus.dll
GdipCreateFontFromLogfontW,int,int;const int *;int **,3,gdiplus.dll
GdipCreateFont,int,const int *;int;int;int;int **,5,gdiplus.dll
GdipCloneFont,int,int *;int **,2,gdiplus.dll
GdipDeleteFont,int,int *,1,gdiplus.dll
GdipGetFamily,int,int *;int **,2,gdiplus.dll
GdipGetFontStyle,int,int *;int *,2,gdiplus.dll
GdipGetFontSize,int,int *;int *,2,gdiplus.dll
GdipGetFontUnit,int,int *;int *,2,gdiplus.dll
GdipGetFontHeight,int,const int *;const int *;int *,3,gdiplus.dll
GdipGetFontHeightGivenDPI,int,const int *;int;int *,3,gdiplus.dll
GdipGetLogFontA,int,int *;int *;int *,3,gdiplus.dll
GdipGetLogFontW,int,int *;int *;int *,3,gdiplus.dll
GdipNewInstalledFontCollection,int,int **,1,gdiplus.dll
GdipNewPrivateFontCollection,int,int **,1,gdiplus.dll
GdipDeletePrivateFontCollection,int,int **,1,gdiplus.dll
GdipGetFontCollectionFamilyCount,int,int *;int *,2,gdiplus.dll
GdipGetFontCollectionFamilyList,int,int,1,gdiplus.dll
GdipPrivateAddFontFile,int,int *;const int *,2,gdiplus.dll
GdipPrivateAddMemoryFont,int,int *;const void *;int,3,gdiplus.dll
GdipDrawString,int,int *;const int *;int;const int *;const int *;const int *;const int *,7,gdiplus.dll
GdipMeasureString,int,int *;const int *;int;const int *;const int *;const int *;int *;int *;int *,9,gdiplus.dll
GdipMeasureCharacterRanges,int,int *;const int *;int;const int *;const int,5,gdiplus.dll
GdipDrawDriverString,int,int *;const int *;int;const int *;const int *;const int *;int;const int *,8,gdiplus.dll
GdipMeasureDriverString,int,int *;const int *;int;const int *;const int *;int;const int *;int *,8,gdiplus.dll
GdipCreateStringFormat,int,int;int;int **,3,gdiplus.dll
GdipStringFormatGetGenericDefault,int,int **,1,gdiplus.dll
GdipStringFormatGetGenericTypographic,int,int **,1,gdiplus.dll
GdipDeleteStringFormat,int,int *,1,gdiplus.dll
GdipCloneStringFormat,int,const int *;int **,2,gdiplus.dll
GdipSetStringFormatFlags,int,int *;int,2,gdiplus.dll
GdipGetStringFormatFlags,int,const int *;int *,2,gdiplus.dll
GdipSetStringFormatAlign,int,int *;int,2,gdiplus.dll
GdipGetStringFormatAlign,int,const int *;int *,2,gdiplus.dll
GdipSetStringFormatLineAlign,int,int *;int,2,gdiplus.dll
GdipGetStringFormatLineAlign,int,const int *;int *,2,gdiplus.dll
GdipSetStringFormatTrimming,int,int *;int,2,gdiplus.dll
GdipGetStringFormatTrimming,int,const int *;int *,2,gdiplus.dll
GdipSetStringFormatHotkeyPrefix,int,int *;int,2,gdiplus.dll
GdipGetStringFormatHotkeyPrefix,int,const int *;int *,2,gdiplus.dll
GdipSetStringFormatTabStops,int,int *;int;int;const int *,4,gdiplus.dll
GdipGetStringFormatTabStops,int,const int *;int;int *;int *,4,gdiplus.dll
