function_name,return_type,arg_types,arg_count,dll_name
__report_gsfailure,void,uintptr_t,1,msvcr120_clr0400.dll
__C_specific_handler,EXCEPTION_DISPOSITION,struct _EXCEPTION_RECORD *;void *;struct _CONTEXT *;struct _DISPATCHER_CONTEXT *,4,msvcr120_clr0400.dll
_invalid_parameter_noinfo,void,,0,msvcr120_clr0400.dll
_invalid_parameter_noinfo_noreturn,void,,0,msvcr120_clr0400.dll
_invoke_watson,void,const wchar_t *;const wchar_t *;const wchar_t *;unsigned int;uintptr_t,5,msvcr120_clr0400.dll
__pctype_func,const unsigned short *,,0,msvcr120_clr0400.dll
__pwctype_func,const wctype_t *,,0,msvcr120_clr0400.dll
iswalnum,int,wint_t,1,msvcr120_clr0400.dll
iswalpha,int,wint_t,1,msvcr120_clr0400.dll
iswascii,int,wint_t,1,msvcr120_clr0400.dll
iswblank,int,wint_t,1,msvcr120_clr0400.dll
iswcntrl,int,wint_t,1,msvcr120_clr0400.dll
iswdigit,int,wint_t,1,msvcr120_clr0400.dll
iswgraph,int,wint_t,1,msvcr120_clr0400.dll
iswlower,int,wint_t,1,msvcr120_clr0400.dll
iswprint,int,wint_t,1,msvcr120_clr0400.dll
iswpunct,int,wint_t,1,msvcr120_clr0400.dll
iswspace,int,wint_t,1,msvcr120_clr0400.dll
iswupper,int,wint_t,1,msvcr120_clr0400.dll
iswxdigit,int,wint_t,1,msvcr120_clr0400.dll
__iswcsymf,int,wint_t,1,msvcr120_clr0400.dll
__iswcsym,int,wint_t,1,msvcr120_clr0400.dll
_iswalnum_l,int,wint_t;_locale_t,2,msvcr120_clr0400.dll
_iswalpha_l,int,wint_t;_locale_t,2,msvcr120_clr0400.dll
_iswblank_l,int,wint_t;_locale_t,2,msvcr120_clr0400.dll
_iswcntrl_l,int,wint_t;_locale_t,2,msvcr120_clr0400.dll
_iswdigit_l,int,wint_t;_locale_t,2,msvcr120_clr0400.dll
_iswgraph_l,int,wint_t;_locale_t,2,msvcr120_clr0400.dll
_iswlower_l,int,wint_t;_locale_t,2,msvcr120_clr0400.dll
_iswprint_l,int,wint_t;_locale_t,2,msvcr120_clr0400.dll
_iswpunct_l,int,wint_t;_locale_t,2,msvcr120_clr0400.dll
_iswspace_l,int,wint_t;_locale_t,2,msvcr120_clr0400.dll
_iswupper_l,int,wint_t;_locale_t,2,msvcr120_clr0400.dll
_iswxdigit_l,int,wint_t;_locale_t,2,msvcr120_clr0400.dll
_iswcsymf_l,int,wint_t;_locale_t,2,msvcr120_clr0400.dll
_iswcsym_l,int,wint_t;_locale_t,2,msvcr120_clr0400.dll
towupper,wint_t,wint_t,1,msvcr120_clr0400.dll
towlower,wint_t,wint_t,1,msvcr120_clr0400.dll
iswctype,int,wint_t;wctype_t,2,msvcr120_clr0400.dll
_towupper_l,wint_t,wint_t;_locale_t,2,msvcr120_clr0400.dll
_towlower_l,wint_t,wint_t;_locale_t,2,msvcr120_clr0400.dll
_iswctype_l,int,wint_t;wctype_t;_locale_t,3,msvcr120_clr0400.dll
isleadbyte,int,int,1,msvcr120_clr0400.dll
_isleadbyte_l,int,int;_locale_t,2,msvcr120_clr0400.dll
is_wctype,int,wint_t;wctype_t,2,msvcr120_clr0400.dll
_isctype,int,int;int,2,msvcr120_clr0400.dll
_isctype_l,int,int;int;_locale_t,3,msvcr120_clr0400.dll
isalpha,int,int,1,msvcr120_clr0400.dll
_isalpha_l,int,int;_locale_t,2,msvcr120_clr0400.dll
isupper,int,int,1,msvcr120_clr0400.dll
_isupper_l,int,int;_locale_t,2,msvcr120_clr0400.dll
islower,int,int,1,msvcr120_clr0400.dll
_islower_l,int,int;_locale_t,2,msvcr120_clr0400.dll
isdigit,int,int,1,msvcr120_clr0400.dll
_isdigit_l,int,int;_locale_t,2,msvcr120_clr0400.dll
isxdigit,int,int,1,msvcr120_clr0400.dll
_isxdigit_l,int,int;_locale_t,2,msvcr120_clr0400.dll
isspace,int,int,1,msvcr120_clr0400.dll
_isspace_l,int,int;_locale_t,2,msvcr120_clr0400.dll
ispunct,int,int,1,msvcr120_clr0400.dll
_ispunct_l,int,int;_locale_t,2,msvcr120_clr0400.dll
isblank,int,int,1,msvcr120_clr0400.dll
_isblank_l,int,int;_locale_t,2,msvcr120_clr0400.dll
isalnum,int,int,1,msvcr120_clr0400.dll
_isalnum_l,int,int;_locale_t,2,msvcr120_clr0400.dll
isprint,int,int,1,msvcr120_clr0400.dll
_isprint_l,int,int;_locale_t,2,msvcr120_clr0400.dll
isgraph,int,int,1,msvcr120_clr0400.dll
_isgraph_l,int,int;_locale_t,2,msvcr120_clr0400.dll
iscntrl,int,int,1,msvcr120_clr0400.dll
_iscntrl_l,int,int;_locale_t,2,msvcr120_clr0400.dll
toupper,int,int,1,msvcr120_clr0400.dll
tolower,int,int,1,msvcr120_clr0400.dll
_tolower,int,int,1,msvcr120_clr0400.dll
_tolower_l,int,int;_locale_t,2,msvcr120_clr0400.dll
_toupper,int,int,1,msvcr120_clr0400.dll
_toupper_l,int,int;_locale_t,2,msvcr120_clr0400.dll
__isascii,int,int,1,msvcr120_clr0400.dll
__toascii,int,int,1,msvcr120_clr0400.dll
__iscsymf,int,int,1,msvcr120_clr0400.dll
__iscsym,int,int,1,msvcr120_clr0400.dll
___mb_cur_max_func,int,,0,msvcr120_clr0400.dll
___mb_cur_max_l_func,int,_locale_t,1,msvcr120_clr0400.dll
_rotl,unsigned int,unsigned int;int,2,msvcr120_clr0400.dll
_rotl64,unsigned long long,unsigned long long;int,2,msvcr120_clr0400.dll
_rotr,unsigned int,unsigned int;int,2,msvcr120_clr0400.dll
_rotr64,unsigned long long,unsigned long long;int,2,msvcr120_clr0400.dll
_errno,int *,,0,msvcr120_clr0400.dll
_set_errno,errno_t,int,1,msvcr120_clr0400.dll
_get_errno,errno_t,int *,1,msvcr120_clr0400.dll
__doserrno,unsigned long *,,0,msvcr120_clr0400.dll
_set_doserrno,errno_t,unsigned long,1,msvcr120_clr0400.dll
_get_doserrno,errno_t,unsigned long *,1,msvcr120_clr0400.dll
memchr,void *,const void *;int;size_t,3,msvcr120_clr0400.dll
memcmp,int,const void *;const void *;size_t,3,msvcr120_clr0400.dll
memcpy,void *,void *;const void *;size_t,3,msvcr120_clr0400.dll
memmove,void *,void *;const void *;size_t,3,msvcr120_clr0400.dll
memset,void *,void *;int;size_t,3,msvcr120_clr0400.dll
strchr,char *,const char *;int,2,msvcr120_clr0400.dll
strrchr,char *,const char *;int,2,msvcr120_clr0400.dll
strstr,char *,const char *;const char *,2,msvcr120_clr0400.dll
wcschr,unsigned short *,const wchar_t *;wchar_t,2,msvcr120_clr0400.dll
wcsrchr,wchar_t *,const wchar_t *;wchar_t,2,msvcr120_clr0400.dll
wcsstr,wchar_t *,const wchar_t *;const wchar_t *,2,msvcr120_clr0400.dll
memcpy_s,errno_t,void *const;const rsize_t;const void *const;const rsize_t,4,msvcr120_clr0400.dll
memmove_s,errno_t,void *const;const rsize_t;const void *const;const rsize_t,4,msvcr120_clr0400.dll
_memicmp,int,const void *;const void *;size_t,3,msvcr120_clr0400.dll
_memicmp_l,int,const void *;const void *;size_t;_locale_t,4,msvcr120_clr0400.dll
wcscat_s,errno_t,wchar_t *;rsize_t;const wchar_t *,3,msvcr120_clr0400.dll
wcscpy_s,errno_t,wchar_t *;rsize_t;const wchar_t *,3,msvcr120_clr0400.dll
wcsncat_s,errno_t,wchar_t *;rsize_t;const wchar_t *;rsize_t,4,msvcr120_clr0400.dll
wcsncpy_s,errno_t,wchar_t *;rsize_t;const wchar_t *;rsize_t,4,msvcr120_clr0400.dll
wcstok_s,wchar_t *,wchar_t *;const wchar_t *;wchar_t **,3,msvcr120_clr0400.dll
_wcsdup,wchar_t *,const wchar_t *,1,msvcr120_clr0400.dll
wcscat,wchar_t *,wchar_t *;const wchar_t *,2,msvcr120_clr0400.dll
wcscmp,int,const wchar_t *;const wchar_t *,2,msvcr120_clr0400.dll
wcscpy,wchar_t *,wchar_t *;const wchar_t *,2,msvcr120_clr0400.dll
wcscspn,size_t,const wchar_t *;const wchar_t *,2,msvcr120_clr0400.dll
wcslen,unsigned long long,const wchar_t *,1,msvcr120_clr0400.dll
wcsnlen,size_t,const wchar_t *;size_t,2,msvcr120_clr0400.dll
wcsncat,wchar_t *,wchar_t *;const wchar_t *;size_t,3,msvcr120_clr0400.dll
wcsncmp,int,const wchar_t *;const wchar_t *;size_t,3,msvcr120_clr0400.dll
wcsncpy,wchar_t *,wchar_t *;const wchar_t *;size_t,3,msvcr120_clr0400.dll
wcspbrk,wchar_t *,const wchar_t *;const wchar_t *,2,msvcr120_clr0400.dll
wcsspn,size_t,const wchar_t *;const wchar_t *,2,msvcr120_clr0400.dll
wcstok,wchar_t *,wchar_t *;const wchar_t *;wchar_t **,3,msvcr120_clr0400.dll
_wcserror,wchar_t *,int,1,msvcr120_clr0400.dll
_wcserror_s,errno_t,wchar_t *;size_t;int,3,msvcr120_clr0400.dll
__wcserror,wchar_t *,const wchar_t *,1,msvcr120_clr0400.dll
__wcserror_s,errno_t,wchar_t *;size_t;const wchar_t *,3,msvcr120_clr0400.dll
_wcsicmp,int,const wchar_t *;const wchar_t *,2,msvcr120_clr0400.dll
_wcsicmp_l,int,const wchar_t *;const wchar_t *;_locale_t,3,msvcr120_clr0400.dll
_wcsnicmp,int,const wchar_t *;const wchar_t *;size_t,3,msvcr120_clr0400.dll
_wcsnicmp_l,int,const wchar_t *;const wchar_t *;size_t;_locale_t,4,msvcr120_clr0400.dll
_wcsnset_s,errno_t,wchar_t *;size_t;wchar_t;size_t,4,msvcr120_clr0400.dll
_wcsnset,wchar_t *,wchar_t *;wchar_t;size_t,3,msvcr120_clr0400.dll
_wcsrev,wchar_t *,wchar_t *,1,msvcr120_clr0400.dll
_wcsset_s,errno_t,wchar_t *;size_t;wchar_t,3,msvcr120_clr0400.dll
_wcsset,wchar_t *,wchar_t *;wchar_t,2,msvcr120_clr0400.dll
_wcslwr_s,errno_t,wchar_t *;size_t,2,msvcr120_clr0400.dll
_wcslwr,wchar_t *,wchar_t *,1,msvcr120_clr0400.dll
_wcslwr_s_l,errno_t,wchar_t *;size_t;_locale_t,3,msvcr120_clr0400.dll
_wcslwr_l,wchar_t *,wchar_t *;_locale_t,2,msvcr120_clr0400.dll
_wcsupr_s,errno_t,wchar_t *;size_t,2,msvcr120_clr0400.dll
_wcsupr,wchar_t *,wchar_t *,1,msvcr120_clr0400.dll
_wcsupr_s_l,errno_t,wchar_t *;size_t;_locale_t,3,msvcr120_clr0400.dll
_wcsupr_l,wchar_t *,wchar_t *;_locale_t,2,msvcr120_clr0400.dll
wcsxfrm,size_t,wchar_t *;const wchar_t *;size_t,3,msvcr120_clr0400.dll
_wcsxfrm_l,size_t,wchar_t *;const wchar_t *;size_t;_locale_t,4,msvcr120_clr0400.dll
wcscoll,int,const wchar_t *;const wchar_t *,2,msvcr120_clr0400.dll
_wcscoll_l,int,const wchar_t *;const wchar_t *;_locale_t,3,msvcr120_clr0400.dll
_wcsicoll,int,const wchar_t *;const wchar_t *,2,msvcr120_clr0400.dll
_wcsicoll_l,int,const wchar_t *;const wchar_t *;_locale_t,3,msvcr120_clr0400.dll
_wcsncoll,int,const wchar_t *;const wchar_t *;size_t,3,msvcr120_clr0400.dll
_wcsncoll_l,int,const wchar_t *;const wchar_t *;size_t;_locale_t,4,msvcr120_clr0400.dll
_wcsnicoll,int,const wchar_t *;const wchar_t *;size_t,3,msvcr120_clr0400.dll
_wcsnicoll_l,int,const wchar_t *;const wchar_t *;size_t;_locale_t,4,msvcr120_clr0400.dll
strcpy_s,errno_t,char *;rsize_t;const char *,3,msvcr120_clr0400.dll
strcat_s,errno_t,char *;rsize_t;const char *,3,msvcr120_clr0400.dll
strerror_s,errno_t,char *;size_t;int,3,msvcr120_clr0400.dll
strncat_s,errno_t,char *;rsize_t;const char *;rsize_t,4,msvcr120_clr0400.dll
strncpy_s,errno_t,char *;rsize_t;const char *;rsize_t,4,msvcr120_clr0400.dll
strtok_s,char *,char *;const char *;char **,3,msvcr120_clr0400.dll
_memccpy,void *,void *;const void *;int;size_t,4,msvcr120_clr0400.dll
strcat,char *,char *;const char *,2,msvcr120_clr0400.dll
strcmp,int,const char *;const char *,2,msvcr120_clr0400.dll
_strcmpi,int,const char *;const char *,2,msvcrt.dll
strcoll,int,const char *;const char *,2,msvcr120_clr0400.dll
_strcoll_l,int,const char *;const char *;_locale_t,3,msvcr120_clr0400.dll
strcpy,char *,char *;const char *,2,msvcr120_clr0400.dll
strcspn,unsigned long long,const char *;const char *,2,msvcr120_clr0400.dll
_strdup,char *,const char *,1,msvcr120_clr0400.dll
_strerror,char *,const char *,1,msvcr120_clr0400.dll
_strerror_s,errno_t,char *;size_t;const char *,3,msvcr120_clr0400.dll
strerror,char *,int,1,msvcr120_clr0400.dll
_stricmp,int,const char *;const char *,2,msvcr120_clr0400.dll
_stricoll,int,const char *;const char *,2,msvcr120_clr0400.dll
_stricoll_l,int,const char *;const char *;_locale_t,3,msvcr120_clr0400.dll
_stricmp_l,int,const char *;const char *;_locale_t,3,msvcr120_clr0400.dll
strlen,unsigned long long,const char *,1,msvcr120_clr0400.dll
_strlwr_s,errno_t,char *;size_t,2,msvcr120_clr0400.dll
_strlwr,char *,char *,1,msvcr120_clr0400.dll
_strlwr_s_l,errno_t,char *;size_t;_locale_t,3,msvcr120_clr0400.dll
_strlwr_l,char *,char *;_locale_t,2,msvcr120_clr0400.dll
strncat,char *,char *;const char *;size_t,3,msvcr120_clr0400.dll
strncmp,int,const char *;const char *;size_t,3,msvcr120_clr0400.dll
_strnicmp,int,const char *;const char *;size_t,3,msvcr120_clr0400.dll
_strnicmp_l,int,const char *;const char *;size_t;_locale_t,4,msvcr120_clr0400.dll
_strnicoll,int,const char *;const char *;size_t,3,msvcr120_clr0400.dll
_strnicoll_l,int,const char *;const char *;size_t;_locale_t,4,msvcr120_clr0400.dll
_strncoll,int,const char *;const char *;size_t,3,msvcr120_clr0400.dll
_strncoll_l,int,const char *;const char *;size_t;_locale_t,4,msvcr120_clr0400.dll
__strncnt,size_t,const char *;size_t,2,msvcr120_clr0400.dll
strncpy,char *,char *;const char *;size_t,3,msvcr120_clr0400.dll
strnlen,size_t,const char *;size_t,2,msvcr120_clr0400.dll
_strnset_s,errno_t,char *;size_t;int;size_t,4,msvcr120_clr0400.dll
_strnset,char *,char *;int;size_t,3,msvcr120_clr0400.dll
strpbrk,char *,const char *;const char *,2,msvcr120_clr0400.dll
_strrev,char *,char *,1,msvcr120_clr0400.dll
_strset_s,errno_t,char *;size_t;int,3,msvcr120_clr0400.dll
_strset,char *,char *;int,2,msvcr120_clr0400.dll
strspn,unsigned long long,const char *;const char *,2,msvcr120_clr0400.dll
strtok,char *,char *;const char *,2,msvcr120_clr0400.dll
_strupr_s,errno_t,char *;size_t,2,msvcr120_clr0400.dll
_strupr,char *,char *,1,msvcr120_clr0400.dll
_strupr_s_l,errno_t,char *;size_t;_locale_t,3,msvcr120_clr0400.dll
_strupr_l,char *,char *;_locale_t,2,msvcr120_clr0400.dll
strxfrm,unsigned long long,char *;const char *;size_t,3,msvcr120_clr0400.dll
_strxfrm_l,size_t,char *;const char *;size_t;_locale_t,4,msvcr120_clr0400.dll
RtlCaptureStackBackTrace,WORD,DWORD;DWORD;PVOID *;PDWORD,4,kernel32.dll
RtlCaptureContext,void,PCONTEXT,1,kernel32.dll
RtlCaptureContext2,void,PCONTEXT,1,ntdll.dll
RtlUnwind,void,PVOID;PVOID;PEXCEPTION_RECORD;PVOID,4,kernel32.dll
RtlAddFunctionTable,BOOLEAN,PRUNTIME_FUNCTION;DWORD;DWORD64,3,kernel32.dll
RtlDeleteFunctionTable,BOOLEAN,PRUNTIME_FUNCTION,1,kernel32.dll
RtlInstallFunctionTableCallback,BOOLEAN,DWORD64;DWORD64;DWORD;PGET_RUNTIME_FUNCTION_CALLBACK;PVOID;PCWSTR,6,kernel32.dll
RtlAddGrowableFunctionTable,DWORD,PVOID *;PRUNTIME_FUNCTION;DWORD;DWORD;ULONG_PTR;ULONG_PTR,6,ntdll.dll
RtlGrowFunctionTable,void,PVOID;DWORD,2,ntdll.dll
RtlDeleteGrowableFunctionTable,void,PVOID,1,ntdll.dll
RtlLookupFunctionEntry,PRUNTIME_FUNCTION,DWORD64;PDWORD64;PUNWIND_HISTORY_TABLE,3,kernel32.dll
RtlRestoreContext,void,PCONTEXT;struct _EXCEPTION_RECORD *,2,kernel32.dll
RtlUnwindEx,void,PVOID;PVOID;PEXCEPTION_RECORD;PVOID;PCONTEXT;PUNWIND_HISTORY_TABLE,6,kernel32.dll
RtlVirtualUnwind,PEXCEPTION_ROUTINE,DWORD;DWORD64;DWORD64;PRUNTIME_FUNCTION;PCONTEXT;PVOID *;PDWORD64;PKNONVOLATILE_CONTEXT_POINTERS,8,kernel32.dll
RtlRaiseException,void,PEXCEPTION_RECORD,1,kernel32.dll
RtlPcToFileHeader,PVOID,PVOID;PVOID *,2,kernel32.dll
RtlCompareMemory,SIZE_T,const void *;const void *;SIZE_T,3,kernel32.dll
RtlInitializeSListHead,void,PSLIST_HEADER,1,ntdll.dll
RtlFirstEntrySList,PSLIST_ENTRY,const SLIST_HEADER *,1,ntdll.dll
RtlInterlockedPopEntrySList,PSLIST_ENTRY,PSLIST_HEADER,1,ntdll.dll
RtlInterlockedPushEntrySList,PSLIST_ENTRY,PSLIST_HEADER;PSLIST_ENTRY,2,ntdll.dll
RtlInterlockedPushListSListEx,PSLIST_ENTRY,PSLIST_HEADER;PSLIST_ENTRY;PSLIST_ENTRY;DWORD,4,ntdll.dll
RtlInterlockedFlushSList,PSLIST_ENTRY,PSLIST_HEADER,1,ntdll.dll
RtlQueryDepthSList,WORD,PSLIST_HEADER,1,ntdll.dll
RtlGetReturnAddressHijackTarget,ULONG_PTR,,0,ntdll.dll
VerSetConditionMask,ULONGLONG,ULONGLONG;DWORD;BYTE,3,ntdll.dll
RtlGetProductInfo,BOOLEAN,DWORD;DWORD;DWORD;DWORD;PDWORD,5,ntdll.dll
RtlCrc32,DWORD,const void *;size_t;DWORD,3,ntdll.dll
RtlCrc64,ULONGLONG,const void *;size_t;ULONGLONG,3,ntdll.dll
RtlOsDeploymentState,OS_DEPLOYEMENT_STATE_VALUES,DWORD,1,ntdll.dll
RtlGetNonVolatileToken,DWORD,PVOID;SIZE_T;PVOID *,3,ntdll.dll
RtlFreeNonVolatileToken,DWORD,PVOID,1,ntdll.dll
RtlFlushNonVolatileMemory,DWORD,PVOID;PVOID;SIZE_T;DWORD,4,ntdll.dll
RtlDrainNonVolatileFlush,DWORD,PVOID,1,ntdll.dll
RtlWriteNonVolatileMemory,DWORD,PVOID;__unaligned void *;const __unaligned void *;SIZE_T;DWORD,5,ntdll.dll
RtlFillNonVolatileMemory,DWORD,PVOID;__unaligned void *;SIZE_T;const BYTE;DWORD,5,ntdll.dll
RtlFlushNonVolatileMemoryRanges,DWORD,PVOID;PNV_MEMORY_RANGE;SIZE_T;DWORD,4,ntdll.dll
RtlInitializeCorrelationVector,DWORD,PCORRELATION_VECTOR;int;const GUID *,3,ntdll.dll
RtlIncrementCorrelationVector,DWORD,PCORRELATION_VECTOR,1,ntdll.dll
RtlExtendCorrelationVector,DWORD,PCORRELATION_VECTOR,1,ntdll.dll
RtlValidateCorrelationVector,DWORD,PCORRELATION_VECTOR,1,ntdll.dll
RtlRaiseCustomSystemEventTrigger,DWORD,PCUSTOM_SYSTEM_EVENT_TRIGGER_CONFIG,1,ntdll.dll
RtlIsZeroMemory,BOOLEAN,PVOID;SIZE_T,2,ntdll.dll
RtlNormalizeSecurityDescriptor,BOOLEAN,PSECURITY_DESCRIPTOR *;DWORD;PSECURITY_DESCRIPTOR *;PDWORD;BOOLEAN,5,ntdll.dll
RtlGetDeviceFamilyInfoEnum,void,ULONGLONG *;DWORD *;DWORD *,3,ntdll.dll
RtlConvertDeviceFamilyInfoToString,DWORD,PDWORD;PDWORD;PWSTR;PWSTR,4,ntdll.dll
RtlSwitchedVVI,DWORD,PRTL_OSVERSIONINFOEXW;DWORD;ULONGLONG,3,ntdll.dll
IsApiSetImplemented,BOOL,PCSTR,1,kernelbase.dll
SetEnvironmentStringsW,BOOL,LPWCH,1,kernel32.dll
GetStdHandle,HANDLE,DWORD,1,kernel32.dll
SetStdHandle,BOOL,DWORD;HANDLE,2,kernel32.dll
SetStdHandleEx,BOOL,DWORD;HANDLE;PHANDLE,3,kernel32.dll
GetCommandLineA,LPSTR,,0,kernel32.dll
GetCommandLineW,LPWSTR,,0,kernel32.dll
GetEnvironmentStrings,LPCH,,0,kernel32.dll
GetEnvironmentStringsW,LPWCH,,0,kernel32.dll
FreeEnvironmentStringsA,BOOL,LPCH,1,kernel32.dll
FreeEnvironmentStringsW,BOOL,LPWCH,1,kernel32.dll
GetEnvironmentVariableA,DWORD,LPCSTR;LPSTR;DWORD,3,kernel32.dll
GetEnvironmentVariableW,DWORD,LPCWSTR;LPWSTR;DWORD,3,kernel32.dll
SetEnvironmentVariableA,BOOL,LPCSTR;LPCSTR,2,kernel32.dll
SetEnvironmentVariableW,BOOL,LPCWSTR;LPCWSTR,2,kernel32.dll
ExpandEnvironmentStringsA,DWORD,LPCSTR;LPSTR;DWORD,3,kernel32.dll
ExpandEnvironmentStringsW,DWORD,LPCWSTR;LPWSTR;DWORD,3,kernel32.dll
SetCurrentDirectoryA,BOOL,LPCSTR,1,kernel32.dll
SetCurrentDirectoryW,BOOL,LPCWSTR,1,kernel32.dll
GetCurrentDirectoryA,DWORD,DWORD;LPSTR,2,kernel32.dll
GetCurrentDirectoryW,DWORD,DWORD;LPWSTR,2,kernel32.dll
SearchPathW,DWORD,LPCWSTR;LPCWSTR;LPCWSTR;DWORD;LPWSTR;LPWSTR *,6,kernel32.dll
SearchPathA,DWORD,LPCSTR;LPCSTR;LPCSTR;DWORD;LPSTR;LPSTR *,6,kernel32.dll
NeedCurrentDirectoryForExePathA,BOOL,LPCSTR,1,kernel32.dll
NeedCurrentDirectoryForExePathW,BOOL,LPCWSTR,1,kernel32.dll
CompareFileTime,LONG,const FILETIME *;const FILETIME *,2,kernel32.dll
CreateDirectoryA,BOOL,LPCSTR;LPSECURITY_ATTRIBUTES,2,kernel32.dll
CreateDirectoryW,BOOL,LPCWSTR;LPSECURITY_ATTRIBUTES,2,kernel32.dll
CreateFileA,HANDLE,LPCSTR;DWORD;DWORD;LPSECURITY_ATTRIBUTES;DWORD;DWORD;HANDLE,7,kernel32.dll
CreateFileW,HANDLE,LPCWSTR;DWORD;DWORD;LPSECURITY_ATTRIBUTES;DWORD;DWORD;HANDLE,7,kernel32.dll
DefineDosDeviceW,BOOL,DWORD;LPCWSTR;LPCWSTR,3,kernel32.dll
DeleteFileA,BOOL,LPCSTR,1,kernel32.dll
DeleteFileW,BOOL,LPCWSTR,1,kernel32.dll
DeleteVolumeMountPointW,BOOL,LPCWSTR,1,kernel32.dll
FileTimeToLocalFileTime,BOOL,const FILETIME *;LPFILETIME,2,kernel32.dll
FindClose,BOOL,HANDLE,1,kernel32.dll
FindCloseChangeNotification,BOOL,HANDLE,1,kernel32.dll
FindFirstChangeNotificationA,HANDLE,LPCSTR;BOOL;DWORD,3,kernel32.dll
FindFirstChangeNotificationW,HANDLE,LPCWSTR;BOOL;DWORD,3,kernel32.dll
FindFirstFileA,HANDLE,LPCSTR;LPWIN32_FIND_DATAA,2,kernel32.dll
FindFirstFileW,HANDLE,LPCWSTR;LPWIN32_FIND_DATAW,2,kernel32.dll
FindFirstFileExA,HANDLE,LPCSTR;FINDEX_INFO_LEVELS;LPVOID;FINDEX_SEARCH_OPS;LPVOID;DWORD,6,kernel32.dll
FindFirstFileExW,HANDLE,LPCWSTR;FINDEX_INFO_LEVELS;LPVOID;FINDEX_SEARCH_OPS;LPVOID;DWORD,6,kernel32.dll
FindFirstVolumeW,HANDLE,LPWSTR;DWORD,2,kernel32.dll
FindNextChangeNotification,BOOL,HANDLE,1,kernel32.dll
FindNextFileA,BOOL,HANDLE;LPWIN32_FIND_DATAA,2,kernel32.dll
FindNextFileW,BOOL,HANDLE;LPWIN32_FIND_DATAW,2,kernel32.dll
FindNextVolumeW,BOOL,HANDLE;LPWSTR;DWORD,3,kernel32.dll
FindVolumeClose,BOOL,HANDLE,1,kernel32.dll
FlushFileBuffers,BOOL,HANDLE,1,kernel32.dll
GetDiskFreeSpaceA,BOOL,LPCSTR;LPDWORD;LPDWORD;LPDWORD;LPDWORD,5,kernel32.dll
GetDiskFreeSpaceW,BOOL,LPCWSTR;LPDWORD;LPDWORD;LPDWORD;LPDWORD,5,kernel32.dll
GetDiskFreeSpaceExA,BOOL,LPCSTR;PULARGE_INTEGER;PULARGE_INTEGER;PULARGE_INTEGER,4,kernel32.dll
GetDiskFreeSpaceExW,BOOL,LPCWSTR;PULARGE_INTEGER;PULARGE_INTEGER;PULARGE_INTEGER,4,kernel32.dll
GetDiskSpaceInformationA,HRESULT,LPCSTR;DISK_SPACE_INFORMATION *,2,kernelbase.dll
GetDiskSpaceInformationW,HRESULT,LPCWSTR;DISK_SPACE_INFORMATION *,2,kernelbase.dll
GetDriveTypeA,UINT,LPCSTR,1,kernel32.dll
GetDriveTypeW,UINT,LPCWSTR,1,kernel32.dll
GetFileAttributesA,DWORD,LPCSTR,1,kernel32.dll
GetFileAttributesW,DWORD,LPCWSTR,1,kernel32.dll
GetFileAttributesExA,BOOL,LPCSTR;GET_FILEEX_INFO_LEVELS;LPVOID,3,kernel32.dll
GetFileAttributesExW,BOOL,LPCWSTR;GET_FILEEX_INFO_LEVELS;LPVOID,3,kernel32.dll
GetFileInformationByHandle,BOOL,HANDLE;LPBY_HANDLE_FILE_INFORMATION,2,kernel32.dll
GetFileSize,DWORD,HANDLE;LPDWORD,2,kernel32.dll
GetFileSizeEx,BOOL,HANDLE;PLARGE_INTEGER,2,kernel32.dll
GetFileType,DWORD,HANDLE,1,kernel32.dll
GetFinalPathNameByHandleA,DWORD,HANDLE;LPSTR;DWORD;DWORD,4,kernel32.dll
GetFinalPathNameByHandleW,DWORD,HANDLE;LPWSTR;DWORD;DWORD,4,kernel32.dll
GetFileTime,BOOL,HANDLE;LPFILETIME;LPFILETIME;LPFILETIME,4,kernel32.dll
GetFullPathNameW,DWORD,LPCWSTR;DWORD;LPWSTR;LPWSTR *,4,kernel32.dll
GetFullPathNameA,DWORD,LPCSTR;DWORD;LPSTR;LPSTR *,4,kernel32.dll
GetLogicalDrives,DWORD,,0,kernel32.dll
GetLogicalDriveStringsW,DWORD,DWORD;LPWSTR,2,kernel32.dll
GetLongPathNameA,DWORD,LPCSTR;LPSTR;DWORD,3,kernel32.dll
GetLongPathNameW,DWORD,LPCWSTR;LPWSTR;DWORD,3,kernel32.dll
GetShortPathNameW,DWORD,LPCWSTR;LPWSTR;DWORD,3,kernel32.dll
GetTempFileNameW,UINT,LPCWSTR;LPCWSTR;UINT;LPWSTR,4,kernel32.dll
GetVolumeInformationByHandleW,BOOL,HANDLE;LPWSTR;DWORD;LPDWORD;LPDWORD;LPDWORD;LPWSTR;DWORD,8,kernel32.dll
GetVolumeInformationW,BOOL,LPCWSTR;LPWSTR;DWORD;LPDWORD;LPDWORD;LPDWORD;LPWSTR;DWORD,8,kernel32.dll
GetVolumePathNameW,BOOL,LPCWSTR;LPWSTR;DWORD,3,kernel32.dll
LocalFileTimeToFileTime,BOOL,const FILETIME *;LPFILETIME,2,kernel32.dll
LockFile,BOOL,HANDLE;DWORD;DWORD;DWORD;DWORD,5,kernel32.dll
LockFileEx,BOOL,HANDLE;DWORD;DWORD;DWORD;DWORD;LPOVERLAPPED,6,kernel32.dll
